age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
54, Self-emp-not-inc,121761, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,50, ?,1.0,25.61580200491163,1.0,0
34, Private,164190, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,24.270727573382274,0.0,0
25, Private,37379, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,50, United-States,1.0,25.251929012106622,1.0,0
17, ?,297117, 11th,7, Never-married, ?, Own-child, White, Female,40, United-States,1.0,26.48270961510513,0.0,0
28, Private,88419, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, England,0.0,22.183763809274332,0.0,0
17, ?,80077, 11th,7, Never-married, ?, Own-child, White, Female,20, United-States,0.0,22.865407040211394,0.0,0
41, State-gov,106900, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,0.0,21.818846701874257,1.0,1
45, Private,200559, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States,1.0,23.22237910397634,1.0,0
53, Private,539864, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,20, United-States,1.0,21.04724204916925,0.0,0
51, Private,175246, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,0.0,22.96539863074755,0.0,1
48, Private,195491, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,30, United-States,0.0,23.923261466431388,0.0,0
24, Private,291578, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,24.7967836433636,0.0,0
32, Local-gov,95530, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,21.922950185251885,0.0,0
22, Private,184543, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,21.13104324633301,0.0,0
25, Private,240081, HS-grad,9, Never-married, Sales, Own-child, Black, Male,40, United-States,1.0,22.47018967882221,0.0,0
40, Self-emp-inc,110862, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,1.0,25.329573395316228,1.0,0
59, Private,110820, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States,0.0,20.110764434468752,1.0,1
40, Self-emp-inc,169878, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,0.0,24.346617124532102,1.0,1
38, Private,331395, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, Portugal,1.0,25.57421877072438,1.0,0
36, Private,106964, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,20.50540476835167,1.0,0
24, Private,149342, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, United-States,0.0,26.51541417427255,0.0,0
50, Local-gov,339547, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Laos,0.0,22.707064682177787,1.0,1
30, State-gov,231043, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,21.564328443689227,0.0,0
62, Private,290754, 10th,6, Widowed, Handlers-cleaners, Not-in-family, White, Female,40, United-States,0.0,24.010842015581545,1.0,0
34, Private,117983, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,22.742594546587192,1.0,0
33, Private,160216, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,32, ?,1.0,27.312971339894304,1.0,0
28, State-gov,158834, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1.0,21.38278135093058,1.0,1
29, Private,370509, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, France,0.0,22.461464451611622,0.0,1
25, Private,168403, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,0.0,24.04608614711081,0.0,0
67, Self-emp-inc,111321, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,16, United-States,0.0,19.52034962501917,1.0,0
49, ?,202874, HS-grad,9, Separated, ?, Unmarried, White, Female,40, Columbia,0.0,21.251302418233387,0.0,0
31, Private,114324, Assoc-voc,11, Never-married, Other-service, Not-in-family, Black, Female,40, United-States,0.0,24.302674579842147,0.0,0
51, Private,49017, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,24, United-States,1.0,25.19441278184325,1.0,0
27, Private,148069, 10th,6, Never-married, Machine-op-inspct, Unmarried, White, Female,40, United-States,0.0,21.83518160644755,0.0,0
56, Self-emp-inc,208809, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,22.276854284823788,1.0,1
31, Private,227446, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, Cuba,0.0,21.218358563563555,1.0,1
44, Private,230684, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,23.204796646502327,1.0,1
24, Self-emp-not-inc,204209, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,60, United-States,0.0,26.562833430074345,0.0,0
22, Private,151790, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,30, Germany,1.0,25.76924548823331,0.0,0
40, Private,342164, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,37, United-States,0.0,23.783563534800237,1.0,0
66, Private,140576, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,21.72367867555652,0.0,0
44, Private,569761, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States,0.0,24.354582543831373,0.0,0
33, Private,191335, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0.0,23.367822856401343,0.0,1
20, ?,210474, Some-college,10, Never-married, ?, Own-child, White, Female,15, United-States,1.0,24.941791435627593,0.0,0
27, Self-emp-not-inc,207948, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,40, United-States,0.0,23.03368440747453,1.0,0
47, Private,197836, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,23.72224543532412,0.0,0
25, ?,32276, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States,0.0,25.721082082537993,1.0,0
52, Private,202115, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,25, United-States,0.0,21.787279805205607,1.0,0
36, State-gov,135874, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,27.244195703191696,0.0,0
62, Private,185503, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,19.361583393241514,0.0,1
37, Private,248445, HS-grad,9, Divorced, Handlers-cleaners, Other-relative, White, Male,40, El-Salvador,0.0,25.339771042220878,1.0,0
31, Private,66815, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0.0,23.669130783079662,0.0,0
25, Local-gov,163101, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,0.0,23.63098529157391,0.0,0
27, Private,156266, 9th,5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,40, United-States,1.0,27.531622834618037,0.0,0
44, Self-emp-inc,357679, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,0.0,21.96474482266195,0.0,1
39, Private,193260, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,25, Mexico,1.0,23.326515713670172,0.0,0
34, Self-emp-inc,175761, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1.0,24.417236678907024,0.0,1
54, Private,155233, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,1.0,24.396910057158532,1.0,1
36, Local-gov,247807, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States,0.0,21.11389736961961,1.0,1
43, Self-emp-not-inc,75435, HS-grad,9, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,30, United-States,0.0,23.534171155492835,0.0,0
33, Private,67072, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,21.06098273480431,1.0,1
54, Private,39493, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,20, United-States,0.0,21.432059066391602,1.0,0
41, Private,122626, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,48, United-States,0.0,23.21000402542004,1.0,0
25, Private,189656, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,60, United-States,0.0,22.835662056076607,0.0,1
71, Private,182395, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States,0.0,20.78487258776063,1.0,1
35, Private,101709, HS-grad,9, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,60, United-States,0.0,22.44727287365341,0.0,0
47, Private,70754, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,24.73727794801054,1.0,0
38, Federal-gov,214542, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Female,40, United-States,1.0,22.70595460284073,0.0,0
28, Private,211184, Some-college,10, Never-married, Sales, Not-in-family, White, Female,50, United-States,0.0,25.008122291163502,1.0,0
39, Private,269186, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.02455503137936,0.0,0
30, Private,214063, Some-college,10, Never-married, Farming-fishing, Other-relative, Black, Male,72, United-States,0.0,26.17022203209569,0.0,0
40, Private,144928, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,23.04726569463272,0.0,0
21, Private,203055, Some-college,10, Never-married, Machine-op-inspct, Unmarried, White, Male,40, United-States,0.0,27.881224339046213,1.0,0
43, Federal-gov,72887, Bachelors,13, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, United-States,0.0,20.963863086566388,0.0,0
45, Private,33300, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,20.65029110578764,0.0,1
30, Local-gov,200892, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,25.81364203850708,0.0,0
68, Self-emp-not-inc,234859, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States,1.0,22.99446024573354,1.0,0
29, Private,464536, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,21.664331915257133,0.0,0
28, Private,138692, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1.0,24.15553972386704,0.0,1
31, Private,87950, Assoc-voc,11, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States,0.0,23.95567811675065,1.0,0
32, Private,153588, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,20.8625508600002,1.0,0
35, Private,475324, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0.0,22.802233609938774,0.0,0
29, Private,178272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,23.736618684780137,0.0,0
29, Self-emp-not-inc,85572, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,5, United-States,0.0,27.816115467210984,1.0,0
49, Local-gov,349633, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States,0.0,22.406792255383664,0.0,1
52, Private,111700, Some-college,10, Divorced, Sales, Other-relative, White, Female,20, United-States,0.0,24.521802069629913,1.0,1
24, Private,97212, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,0.0,27.738481073125357,0.0,0
59, Self-emp-not-inc,70623, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,85, United-States,0.0,20.595851038617088,1.0,0
24, Private,92609, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,45, United-States,1.0,26.21307216462677,0.0,0
23, Private,253190, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,25, United-States,0.0,25.20257197879644,1.0,0
30, Private,147430, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,24.03800953980124,0.0,0
38, Private,258761, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,0.0,23.51372362753525,1.0,0
30, Private,137076, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,23.474890082734788,0.0,1
48, Self-emp-not-inc,171986, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,15, United-States,0.0,26.33844072720677,0.0,0
42, Private,188808, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Male,30, United-States,0.0,23.937941993804678,0.0,0
21, Private,331611, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,50, United-States,0.0,24.985112633328022,0.0,0
43, Private,102895, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States,0.0,24.157635005447467,0.0,0
31, Private,137952, Some-college,10, Married-civ-spouse, Other-service, Husband, Other, Male,40, Puerto-Rico,0.0,22.988828967885837,0.0,0
45, State-gov,81853, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, United-States,0.0,20.701925803533047,0.0,1
41, Local-gov,351350, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,40, United-States,0.0,23.125784149580607,0.0,0
40, Private,280362, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,35, United-States,0.0,21.297085273912845,1.0,0
22, Private,347867, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,40, United-States,0.0,24.247716034654502,0.0,0
28, Self-emp-not-inc,214689, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,23.96367293370881,0.0,0
49, Private,155489, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,23.02873739453259,0.0,1
20, ?,308924, Some-college,10, Never-married, ?, Own-child, White, Male,25, United-States,0.0,22.382796530336513,0.0,0
48, Private,117849, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1.0,21.97620537847763,0.0,1
54, Local-gov,127943, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,40, United-States,1.0,29.615971690697627,0.0,0
55, Private,184882, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,0.0,21.958766958599963,0.0,1
39, Private,143445, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Black, Female,40, United-States,0.0,22.449124966053926,0.0,0
27, Private,193701, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,45, United-States,0.0,27.35800178938237,0.0,0
19, Private,144750, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,18, United-States,0.0,23.027944295309442,0.0,0
31, Self-emp-not-inc,182177, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.98322727651555,0.0,1
20, ?,371089, HS-grad,9, Never-married, ?, Own-child, White, Female,40, United-States,0.0,22.403528076919613,0.0,0
42, Private,272910, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States,0.0,24.92267740306622,0.0,0
32, Private,137076, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,26.44621293982973,0.0,0
36, Private,215392, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,0.0,23.867236855890194,1.0,1
26, Private,463194, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,25.77145267868001,0.0,0
21, Private,294789, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,25, United-States,0.0,23.762604871723514,0.0,0
28, Self-emp-inc,219705, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,0.0,24.47139965099991,1.0,0
22, Private,201490, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,20, United-States,0.0,25.274272520487013,0.0,0
23, Private,434467, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,42, United-States,0.0,26.59052482114328,0.0,0
18, ?,256191, HS-grad,9, Never-married, ?, Own-child, Black, Female,25, United-States,0.0,21.823520775432467,1.0,0
25, Private,252752, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,8, United-States,0.0,21.56722166119722,0.0,0
24, Private,186213, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States,0.0,18.902715279015734,0.0,1
